video1,video2,clip_similarity,video_similarity
v_BreastStroke_g05_c03.avi,v_FrontCrawl_g03_c06.avi,0.92020,0.52473
v_BreastStroke_g05_c03.avi,v_FrontCrawl_g07_c01.avi,0.91706,0.51706
v_BreastStroke_g05_c03.avi,v_FrontCrawl_g07_c04.avi,0.92429,0.46697
v_BreastStroke_g05_c03.avi,v_FrontCrawl_g07_c06.avi,0.92509,0.49124
v_BreastStroke_g05_c03.avi,v_FrontCrawl_g07_c07.avi,0.92088,0.41665
v_BreastStroke_g05_c04.avi,v_BreastStroke_g07_c04.avi,0.90771,0.55469
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c01.avi,0.93896,0.39287
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c02.avi,0.91478,0.37070
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c03.avi,0.91747,0.42294
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g01_c04.avi,0.92845,0.42983
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g03_c01.avi,0.91809,0.59504
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g03_c02.avi,0.91876,0.59281
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g03_c04.avi,0.91725,0.58202
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g03_c06.avi,0.91769,0.57131
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g07_c01.avi,0.92386,0.55896
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g07_c02.avi,0.90423,0.44620
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g07_c04.avi,0.92257,0.53672
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g07_c06.avi,0.92094,0.57160
v_BreastStroke_g05_c04.avi,v_FrontCrawl_g07_c07.avi,0.92916,0.48236
v_BreastStroke_g06_c02.avi,v_BreastStroke_g07_c01.avi,0.91305,0.58675
v_BreastStroke_g06_c02.avi,v_FrontCrawl_g01_c02.avi,0.91655,0.36215
v_BreastStroke_g06_c02.avi,v_FrontCrawl_g01_c03.avi,0.91732,0.45723
v_BreastStroke_g06_c02.avi,v_FrontCrawl_g01_c04.avi,0.91638,0.42224
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c01.avi,0.90531,0.39493
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c02.avi,0.93215,0.39704
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c03.avi,0.92888,0.46938
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g01_c04.avi,0.91861,0.43766
v_BreastStroke_g06_c03.avi,v_FrontCrawl_g07_c04.avi,0.90314,0.59078
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c01.avi,0.91579,0.38562
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c02.avi,0.93622,0.39157
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c03.avi,0.92909,0.48099
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g01_c04.avi,0.92641,0.45190
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g03_c04.avi,0.90293,0.56985
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g07_c01.avi,0.90015,0.54663
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g07_c04.avi,0.91557,0.52151
v_BreastStroke_g06_c04.avi,v_FrontCrawl_g07_c06.avi,0.91367,0.53482
v_BreastStroke_g07_c01.avi,v_FrontCrawl_g01_c02.avi,0.90053,0.37054
v_BreastStroke_g07_c01.avi,v_FrontCrawl_g01_c04.avi,0.91381,0.44841
v_BreastStroke_g07_c03.avi,v_BreastStroke_g07_c04.avi,0.92384,0.55978
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c01.avi,0.92869,0.37079
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c02.avi,0.91332,0.32945
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c03.avi,0.91993,0.40627
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g01_c04.avi,0.93521,0.35997
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g07_c02.avi,0.91169,0.38124
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g07_c04.avi,0.90265,0.44874
v_BreastStroke_g07_c03.avi,v_FrontCrawl_g07_c07.avi,0.90649,0.41255
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g01_c01.avi,0.91180,0.53584
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g01_c03.avi,0.90444,0.49797
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g01_c04.avi,0.91981,0.52650
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g07_c02.avi,0.90144,0.39656
v_BreastStroke_g07_c04.avi,v_FrontCrawl_g07_c07.avi,0.90839,0.43053
v_BrushingTeeth_g01_c01.avi,v_BrushingTeeth_g01_c03.avi,0.96370,0.49385
v_BrushingTeeth_g01_c01.avi,v_BrushingTeeth_g01_c04.avi,0.95576,0.50324
v_BrushingTeeth_g05_c01.avi,v_BrushingTeeth_g05_c02.avi,0.93691,0.59638
v_BrushingTeeth_g05_c01.avi,v_BrushingTeeth_g05_c04.avi,0.90045,0.55292
v_BrushingTeeth_g05_c02.avi,v_BrushingTeeth_g05_c05.avi,0.91233,0.42746
v_BrushingTeeth_g07_c01.avi,v_BrushingTeeth_g07_c04.avi,0.92719,0.55737
v_BrushingTeeth_g07_c02.avi,v_BrushingTeeth_g07_c05.avi,0.90173,0.59564
v_BrushingTeeth_g07_c03.avi,v_BrushingTeeth_g07_c04.avi,0.93622,0.57562
v_CliffDiving_g01_c01.avi,v_CliffDiving_g02_c01.avi,0.92206,0.56550
v_CliffDiving_g01_c01.avi,v_CliffDiving_g05_c01.avi,0.91932,0.55484
v_CliffDiving_g01_c03.avi,v_CliffDiving_g01_c04.avi,0.91247,0.59371
v_CliffDiving_g01_c03.avi,v_CliffDiving_g02_c01.avi,0.91936,0.59843
v_CliffDiving_g01_c03.avi,v_CliffDiving_g02_c02.avi,0.90990,0.54136
v_CliffDiving_g01_c03.avi,v_CliffDiving_g06_c01.avi,0.90811,0.48481
v_CliffDiving_g01_c03.avi,v_CliffDiving_g06_c06.avi,0.90124,0.54613
v_CliffDiving_g01_c04.avi,v_CliffDiving_g02_c01.avi,0.92132,0.54169
v_CliffDiving_g01_c04.avi,v_CliffDiving_g05_c01.avi,0.92429,0.59459
v_CliffDiving_g01_c04.avi,v_CliffDiving_g05_c06.avi,0.90776,0.53205
v_CliffDiving_g01_c05.avi,v_CliffDiving_g05_c01.avi,0.91797,0.57427
v_CliffDiving_g01_c05.avi,v_CliffDiving_g06_c01.avi,0.90866,0.40942
v_CliffDiving_g01_c06.avi,v_CliffDiving_g06_c01.avi,0.90994,0.42973
v_CliffDiving_g02_c01.avi,v_CliffDiving_g05_c01.avi,0.90994,0.55916
v_CliffDiving_g02_c01.avi,v_CliffDiving_g05_c03.avi,0.93030,0.56403
v_CliffDiving_g02_c01.avi,v_CliffDiving_g05_c06.avi,0.91130,0.49562
v_CliffDiving_g02_c01.avi,v_CliffDiving_g06_c01.avi,0.90202,0.45945
v_CliffDiving_g02_c02.avi,v_CliffDiving_g05_c01.avi,0.91218,0.53120
v_CliffDiving_g02_c02.avi,v_CliffDiving_g05_c03.avi,0.91443,0.54428
v_CliffDiving_g02_c02.avi,v_CliffDiving_g05_c06.avi,0.91515,0.56688
v_CliffDiving_g02_c02.avi,v_CliffDiving_g06_c01.avi,0.91260,0.54999
v_CliffDiving_g02_c03.avi,v_CliffDiving_g05_c01.avi,0.91737,0.57678
v_CliffDiving_g02_c04.avi,v_CliffDiving_g05_c01.avi,0.92981,0.54612
v_CliffDiving_g02_c04.avi,v_CliffDiving_g05_c03.avi,0.91380,0.58983
v_CliffDiving_g02_c04.avi,v_CliffDiving_g05_c06.avi,0.90606,0.54596
v_CliffDiving_g03_c02.avi,v_CliffDiving_g03_c03.avi,0.91423,0.39730
v_CliffDiving_g03_c02.avi,v_CliffDiving_g03_c04.avi,0.92648,0.50414
v_CliffDiving_g03_c02.avi,v_CliffDiving_g03_c05.avi,0.91604,0.53652
v_CliffDiving_g03_c03.avi,v_CliffDiving_g03_c04.avi,0.90956,0.56695
v_CliffDiving_g04_c03.avi,v_CliffDiving_g04_c04.avi,0.90102,0.58643
v_CliffDiving_g05_c06.avi,v_CliffDiving_g06_c01.avi,0.91166,0.52288
v_CricketBowling_g01_c01.avi,v_CricketShot_g01_c01.avi,0.98035,0.59809
v_CricketBowling_g01_c01.avi,v_CricketShot_g01_c02.avi,0.96881,0.58651
v_CricketBowling_g01_c01.avi,v_CricketShot_g01_c07.avi,0.97146,0.58675
v_CricketBowling_g01_c01.avi,v_CricketShot_g04_c01.avi,0.97135,0.59984
v_CricketBowling_g01_c01.avi,v_CricketShot_g04_c07.avi,0.96939,0.58157
v_CricketBowling_g01_c02.avi,v_CricketShot_g01_c01.avi,0.97933,0.59177
v_CricketBowling_g01_c03.avi,v_CricketShot_g01_c01.avi,0.97787,0.59635
v_CricketBowling_g01_c03.avi,v_CricketShot_g04_c06.avi,0.95773,0.59182
v_CricketBowling_g01_c05.avi,v_CricketShot_g01_c01.avi,0.98006,0.55518
v_CricketBowling_g01_c06.avi,v_CricketShot_g01_c01.avi,0.97395,0.59741
v_CricketBowling_g01_c06.avi,v_CricketShot_g01_c07.avi,0.97001,0.59773
v_CricketBowling_g01_c06.avi,v_CricketShot_g04_c05.avi,0.97414,0.58764
v_CricketBowling_g01_c07.avi,v_CricketShot_g01_c02.avi,0.97100,0.59391
v_CricketBowling_g01_c07.avi,v_CricketShot_g01_c07.avi,0.97120,0.57814
v_CricketBowling_g01_c07.avi,v_CricketShot_g04_c05.avi,0.97768,0.59262
v_CricketBowling_g02_c03.avi,v_CricketBowling_g02_c05.avi,0.94936,0.57781
v_CricketBowling_g06_c01.avi,v_CricketBowling_g06_c04.avi,0.95614,0.56399
v_CricketBowling_g06_c02.avi,v_CricketBowling_g06_c04.avi,0.95749,0.52634
v_CricketBowling_g06_c03.avi,v_CricketBowling_g06_c04.avi,0.96443,0.53964
v_CricketBowling_g07_c03.avi,v_CricketBowling_g07_c04.avi,0.91585,0.41201
v_CricketShot_g01_c01.avi,v_CricketShot_g04_c01.avi,0.95874,0.59105
v_CricketShot_g01_c01.avi,v_CricketShot_g04_c03.avi,0.96343,0.59906
v_CricketShot_g03_c02.avi,v_CricketShot_g03_c03.avi,0.97050,0.56239
v_CricketShot_g03_c02.avi,v_CricketShot_g03_c07.avi,0.93905,0.57820
v_CricketShot_g03_c03.avi,v_CricketShot_g03_c05.avi,0.94679,0.59158
v_CricketShot_g03_c03.avi,v_CricketShot_g03_c06.avi,0.94377,0.59194
v_CricketShot_g03_c04.avi,v_CricketShot_g03_c05.avi,0.95985,0.59307
v_CricketShot_g03_c04.avi,v_CricketShot_g03_c06.avi,0.95146,0.55828
v_CricketShot_g03_c04.avi,v_CricketShot_g03_c07.avi,0.94315,0.53409
v_CricketShot_g05_c05.avi,v_CricketShot_g07_c03.avi,0.90212,0.23109
v_CricketShot_g05_c05.avi,v_CricketShot_g07_c05.avi,0.90009,0.22174
v_CricketShot_g05_c06.avi,v_CricketShot_g07_c03.avi,0.90418,0.30329
v_CricketShot_g06_c02.avi,v_CricketShot_g06_c05.avi,0.96279,0.56907
v_CricketShot_g06_c02.avi,v_CricketShot_g06_c07.avi,0.95084,0.57043
v_CricketShot_g06_c03.avi,v_CricketShot_g06_c07.avi,0.91285,0.53833
v_CricketShot_g06_c05.avi,v_CricketShot_g06_c07.avi,0.96114,0.50487
v_CricketShot_g07_c01.avi,v_CricketShot_g07_c03.avi,0.90602,0.44577
v_CricketShot_g07_c01.avi,v_CricketShot_g07_c05.avi,0.90768,0.31259
v_CricketShot_g07_c02.avi,v_CricketShot_g07_c03.avi,0.90721,0.38213
v_CricketShot_g07_c03.avi,v_CricketShot_g07_c04.avi,0.94690,0.48992
v_CricketShot_g07_c03.avi,v_CricketShot_g07_c05.avi,0.96337,0.46406
v_CricketShot_g07_c03.avi,v_CricketShot_g07_c06.avi,0.94269,0.40368
v_CricketShot_g07_c03.avi,v_CricketShot_g07_c07.avi,0.93985,0.43511
v_CricketShot_g07_c04.avi,v_CricketShot_g07_c05.avi,0.94239,0.56187
v_CricketShot_g07_c04.avi,v_CricketShot_g07_c06.avi,0.95898,0.33181
v_CricketShot_g07_c04.avi,v_CricketShot_g07_c07.avi,0.95158,0.41661
v_CricketShot_g07_c05.avi,v_CricketShot_g07_c06.avi,0.93364,0.44222
v_CricketShot_g07_c05.avi,v_CricketShot_g07_c07.avi,0.94521,0.51068
v_CricketShot_g07_c06.avi,v_CricketShot_g07_c07.avi,0.97460,0.41477
v_CuttingInKitchen_g01_c01.avi,v_CuttingInKitchen_g01_c03.avi,0.91977,0.50711
v_CuttingInKitchen_g01_c02.avi,v_CuttingInKitchen_g01_c03.avi,0.95653,0.56209
v_CuttingInKitchen_g01_c02.avi,v_CuttingInKitchen_g01_c04.avi,0.91501,0.48283
v_CuttingInKitchen_g01_c02.avi,v_CuttingInKitchen_g01_c05.avi,0.92267,0.49721
v_CuttingInKitchen_g01_c02.avi,v_CuttingInKitchen_g06_c04.avi,0.93704,0.59723
v_CuttingInKitchen_g01_c02.avi,v_CuttingInKitchen_g07_c04.avi,0.91895,0.57714
v_CuttingInKitchen_g01_c05.avi,v_CuttingInKitchen_g02_c01.avi,0.90164,0.56044
v_CuttingInKitchen_g01_c05.avi,v_CuttingInKitchen_g07_c04.avi,0.90556,0.50516
v_CuttingInKitchen_g03_c03.avi,v_CuttingInKitchen_g03_c04.avi,0.93381,0.56243
v_CuttingInKitchen_g04_c01.avi,v_CuttingInKitchen_g06_c01.avi,0.91448,0.59781
v_CuttingInKitchen_g06_c04.avi,v_CuttingInKitchen_g07_c04.avi,0.90671,0.56363
v_Diving_g04_c01.avi,v_Diving_g05_c06.avi,0.91776,0.58540
v_Diving_g04_c05.avi,v_Diving_g05_c01.avi,0.90434,0.57558
v_Diving_g04_c05.avi,v_Diving_g05_c03.avi,0.90183,0.58822
v_Diving_g04_c05.avi,v_Diving_g05_c04.avi,0.90683,0.59890
v_Diving_g04_c05.avi,v_Diving_g05_c06.avi,0.91569,0.56253
v_Diving_g05_c04.avi,v_FrontCrawl_g01_c04.avi,0.90186,0.31044
v_Drumming_g03_c03.avi,v_Drumming_g03_c04.avi,0.93211,0.57209
v_Drumming_g05_c01.avi,v_Drumming_g05_c06.avi,0.90991,0.47251
v_Drumming_g05_c01.avi,v_Drumming_g07_c01.avi,0.93115,0.56000
v_Drumming_g05_c01.avi,v_Drumming_g07_c02.avi,0.90157,0.53000
v_Drumming_g05_c01.avi,v_Drumming_g07_c03.avi,0.91591,0.54471
v_Drumming_g05_c01.avi,v_Drumming_g07_c07.avi,0.91890,0.55762
v_Drumming_g05_c02.avi,v_Drumming_g05_c06.avi,0.90045,0.52821
v_Drumming_g05_c02.avi,v_Drumming_g07_c01.avi,0.92825,0.58461
v_Drumming_g05_c02.avi,v_Drumming_g07_c03.avi,0.91112,0.59822
v_Drumming_g05_c02.avi,v_Drumming_g07_c07.avi,0.90628,0.58510
v_Drumming_g05_c04.avi,v_Drumming_g05_c06.avi,0.90451,0.47777
v_Drumming_g05_c04.avi,v_Drumming_g07_c01.avi,0.92561,0.57127
v_Drumming_g05_c04.avi,v_Drumming_g07_c03.avi,0.91134,0.57537
v_Drumming_g05_c04.avi,v_Drumming_g07_c07.avi,0.90811,0.56809
v_Drumming_g05_c06.avi,v_Drumming_g07_c01.avi,0.90039,0.59781
v_Drumming_g05_c06.avi,v_Drumming_g07_c07.avi,0.90437,0.57883
v_Fencing_g03_c01.avi,v_Fencing_g03_c02.avi,0.91226,0.56242
v_Fencing_g03_c01.avi,v_Fencing_g03_c05.avi,0.94760,0.58341
v_Fencing_g03_c01.avi,v_Fencing_g06_c01.avi,0.91474,0.49530
v_Fencing_g03_c03.avi,v_Fencing_g03_c04.avi,0.95629,0.59631
v_Fencing_g03_c03.avi,v_Fencing_g06_c01.avi,0.91750,0.55540
v_Fencing_g03_c03.avi,v_Fencing_g06_c02.avi,0.90417,0.54192
v_Fencing_g03_c04.avi,v_Fencing_g06_c01.avi,0.91431,0.41851
v_Fencing_g04_c01.avi,v_Fencing_g04_c05.avi,0.91662,0.59820
v_Fencing_g05_c02.avi,v_Fencing_g05_c05.avi,0.92445,0.50794
v_Fencing_g05_c05.avi,v_Fencing_g07_c01.avi,0.90839,0.55168
v_Fencing_g05_c05.avi,v_Fencing_g07_c04.avi,0.90795,0.58698
v_Fencing_g06_c01.avi,v_Fencing_g06_c04.avi,0.95787,0.59487
v_Fencing_g06_c03.avi,v_Fencing_g06_c04.avi,0.95348,0.58530
v_Fencing_g07_c02.avi,v_Fencing_g07_c03.avi,0.92929,0.57965
v_Fencing_g07_c02.avi,v_Fencing_g07_c04.avi,0.95950,0.59210
v_FieldHockeyPenalty_g05_c01.avi,v_FieldHockeyPenalty_g05_c02.avi,0.94513,0.57098
v_FieldHockeyPenalty_g05_c01.avi,v_FieldHockeyPenalty_g05_c06.avi,0.96688,0.55217
v_FieldHockeyPenalty_g05_c02.avi,v_FieldHockeyPenalty_g05_c03.avi,0.95259,0.51277
v_FieldHockeyPenalty_g05_c02.avi,v_FieldHockeyPenalty_g05_c04.avi,0.96773,0.54391
v_FieldHockeyPenalty_g05_c02.avi,v_FieldHockeyPenalty_g05_c06.avi,0.97111,0.59287
v_FieldHockeyPenalty_g05_c03.avi,v_FieldHockeyPenalty_g05_c04.avi,0.97246,0.55165
v_FieldHockeyPenalty_g05_c03.avi,v_FieldHockeyPenalty_g05_c07.avi,0.98875,0.49558
v_FieldHockeyPenalty_g05_c04.avi,v_FieldHockeyPenalty_g05_c06.avi,0.97876,0.55286
v_FieldHockeyPenalty_g05_c06.avi,v_FieldHockeyPenalty_g05_c07.avi,0.97028,0.57364
v_FieldHockeyPenalty_g07_c01.avi,v_FieldHockeyPenalty_g07_c02.avi,0.92295,0.50902
v_FloorGymnastics_g01_c01.avi,v_FloorGymnastics_g03_c04.avi,0.90738,0.40949
v_FloorGymnastics_g01_c01.avi,v_FloorGymnastics_g04_c03.avi,0.91036,0.59827
v_FloorGymnastics_g01_c01.avi,v_FloorGymnastics_g04_c04.avi,0.91504,0.57632
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g01_c03.avi,0.95386,0.46816
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g01_c04.avi,0.97107,0.58449
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g01_c05.avi,0.96121,0.56739
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g02_c04.avi,0.93345,0.51685
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c02.avi,0.91856,0.35139
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c03.avi,0.91700,0.32298
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g03_c04.avi,0.92325,0.34825
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g04_c02.avi,0.93123,0.47356
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g04_c03.avi,0.94669,0.46731
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g04_c05.avi,0.94508,0.51641
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g07_c02.avi,0.91908,0.58483
v_FloorGymnastics_g01_c02.avi,v_FloorGymnastics_g07_c04.avi,0.90837,0.58598
v_FloorGymnastics_g01_c02.avi,v_UnevenBars_g01_c03.avi,0.91020,0.41323
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g02_c04.avi,0.92294,0.54561
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g03_c02.avi,0.91056,0.44263
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g03_c03.avi,0.90714,0.47689
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g03_c04.avi,0.91762,0.38792
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g04_c02.avi,0.91109,0.56315
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g04_c05.avi,0.93989,0.59151
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g07_c01.avi,0.90254,0.59643
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g07_c02.avi,0.92974,0.55305
v_FloorGymnastics_g01_c03.avi,v_FloorGymnastics_g07_c04.avi,0.92378,0.57189
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g03_c02.avi,0.92176,0.45727
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g03_c03.avi,0.92384,0.53387
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g03_c04.avi,0.92787,0.36761
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g04_c03.avi,0.93983,0.59928
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g04_c04.avi,0.92843,0.55860
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g04_c05.avi,0.95469,0.59585
v_FloorGymnastics_g01_c04.avi,v_FloorGymnastics_g07_c01.avi,0.91217,0.55263
v_FloorGymnastics_g01_c04.avi,v_UnevenBars_g01_c03.avi,0.90414,0.47444
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g03_c02.avi,0.91190,0.45424
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g03_c03.avi,0.90741,0.49974
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g03_c04.avi,0.92344,0.37257
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g04_c03.avi,0.94132,0.54644
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g04_c04.avi,0.90510,0.51348
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g04_c05.avi,0.94289,0.55933
v_FloorGymnastics_g01_c05.avi,v_FloorGymnastics_g07_c01.avi,0.90289,0.50439
v_FloorGymnastics_g02_c01.avi,v_FloorGymnastics_g02_c02.avi,0.96014,0.59722
v_FloorGymnastics_g02_c03.avi,v_FloorGymnastics_g06_c03.avi,0.90315,0.42124
v_FloorGymnastics_g02_c04.avi,v_FloorGymnastics_g03_c02.avi,0.91735,0.48592
v_FloorGymnastics_g02_c04.avi,v_FloorGymnastics_g03_c04.avi,0.92265,0.43998
v_FloorGymnastics_g02_c04.avi,v_FloorGymnastics_g04_c03.avi,0.92080,0.48892
v_FloorGymnastics_g02_c04.avi,v_FloorGymnastics_g06_c01.avi,0.91314,0.48201
v_FloorGymnastics_g02_c04.avi,v_FloorGymnastics_g06_c03.avi,0.92017,0.53869
v_FloorGymnastics_g02_c04.avi,v_UnevenBars_g02_c04.avi,0.91149,0.50137
v_FloorGymnastics_g02_c04.avi,v_UnevenBars_g03_c03.avi,0.91780,0.43436
v_FloorGymnastics_g02_c04.avi,v_UnevenBars_g05_c02.avi,0.90552,0.44680
v_FloorGymnastics_g02_c04.avi,v_UnevenBars_g05_c03.avi,0.90514,0.40876
v_FloorGymnastics_g03_c01.avi,v_FloorGymnastics_g03_c03.avi,0.94848,0.56551
v_FloorGymnastics_g03_c01.avi,v_FloorGymnastics_g06_c03.avi,0.90512,0.47307
v_FloorGymnastics_g03_c01.avi,v_ParallelBars_g03_c02.avi,0.91164,0.42004
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g01_c01.avi,0.91616,0.45748
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g01_c02.avi,0.91968,0.39441
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g01_c03.avi,0.91821,0.43630
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g02_c01.avi,0.92375,0.43121
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g04_c02.avi,0.91235,0.39738
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g04_c03.avi,0.92333,0.38300
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g05_c02.avi,0.90148,0.41970
v_FloorGymnastics_g03_c01.avi,v_UnevenBars_g06_c01.avi,0.90416,0.32657
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g03_c03.avi,0.96913,0.53062
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g04_c02.avi,0.91611,0.53253
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g06_c03.avi,0.91828,0.41157
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g07_c02.avi,0.91769,0.38326
v_FloorGymnastics_g03_c02.avi,v_FloorGymnastics_g07_c04.avi,0.90272,0.46875
v_FloorGymnastics_g03_c02.avi,v_UnevenBars_g01_c02.avi,0.90453,0.43387
v_FloorGymnastics_g03_c02.avi,v_UnevenBars_g01_c03.avi,0.91990,0.45522
v_FloorGymnastics_g03_c02.avi,v_UnevenBars_g02_c01.avi,0.91168,0.48306
v_FloorGymnastics_g03_c02.avi,v_UnevenBars_g04_c03.avi,0.91125,0.40048
v_FloorGymnastics_g03_c03.avi,v_FloorGymnastics_g03_c04.avi,0.95545,0.49880
v_FloorGymnastics_g03_c03.avi,v_FloorGymnastics_g04_c02.avi,0.91627,0.49064
v_FloorGymnastics_g03_c03.avi,v_FloorGymnastics_g04_c05.avi,0.92253,0.52866
v_FloorGymnastics_g03_c03.avi,v_FloorGymnastics_g07_c02.avi,0.90458,0.48255
v_FloorGymnastics_g03_c03.avi,v_UnevenBars_g01_c03.avi,0.91728,0.41211
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g04_c02.avi,0.92493,0.47233
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g04_c05.avi,0.92940,0.54247
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g06_c01.avi,0.90773,0.51564
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g06_c02.avi,0.90045,0.46199
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g06_c03.avi,0.91642,0.36082
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g07_c02.avi,0.91560,0.38271
v_FloorGymnastics_g03_c04.avi,v_FloorGymnastics_g07_c04.avi,0.90280,0.41375
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g01_c02.avi,0.90788,0.35486
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g01_c03.avi,0.91755,0.40974
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g02_c01.avi,0.91163,0.39712
v_FloorGymnastics_g03_c04.avi,v_UnevenBars_g04_c03.avi,0.90547,0.34084
v_FloorGymnastics_g04_c02.avi,v_FloorGymnastics_g04_c03.avi,0.93273,0.58477
v_FloorGymnastics_g04_c02.avi,v_UnevenBars_g01_c03.avi,0.90286,0.48935
v_FloorGymnastics_g04_c03.avi,v_FloorGymnastics_g07_c02.avi,0.90074,0.53106
v_FloorGymnastics_g04_c05.avi,v_FloorGymnastics_g06_c01.avi,0.90718,0.59492
v_FloorGymnastics_g04_c05.avi,v_FloorGymnastics_g06_c03.avi,0.90084,0.49406
v_FloorGymnastics_g04_c05.avi,v_FloorGymnastics_g07_c01.avi,0.90167,0.58181
v_FloorGymnastics_g04_c05.avi,v_FloorGymnastics_g07_c02.avi,0.92033,0.55001
v_FloorGymnastics_g04_c05.avi,v_UnevenBars_g01_c03.avi,0.90636,0.48572
v_FloorGymnastics_g04_c05.avi,v_UnevenBars_g02_c01.avi,0.90573,0.50416
v_FloorGymnastics_g04_c05.avi,v_UnevenBars_g03_c03.avi,0.90119,0.44670
v_FloorGymnastics_g04_c05.avi,v_UnevenBars_g05_c02.avi,0.91549,0.48412
v_FloorGymnastics_g04_c05.avi,v_UnevenBars_g05_c03.avi,0.90562,0.40555
