video1,video2,clip_similarity,video_similarity
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c05.avi,0.92929,0.36622
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c06.avi,0.93013,0.36214
v_SoccerPenalty_g04_c04.avi,v_SoccerPenalty_g05_c07.avi,0.93361,0.35818
v_SoccerPenalty_g04_c05.avi,v_SoccerPenalty_g05_c02.avi,0.90726,0.28409
v_SoccerPenalty_g04_c05.avi,v_SoccerPenalty_g05_c04.avi,0.90874,0.27126
v_SoccerPenalty_g04_c05.avi,v_SoccerPenalty_g05_c05.avi,0.91690,0.31503
v_SoccerPenalty_g04_c05.avi,v_SoccerPenalty_g05_c06.avi,0.91830,0.32120
v_SoccerPenalty_g04_c05.avi,v_SoccerPenalty_g05_c07.avi,0.90698,0.30540
v_StillRings_g06_c03.avi,v_UnevenBars_g01_c01.avi,0.90163,0.36126
v_SumoWrestling_g01_c02.avi,v_SumoWrestling_g04_c01.avi,0.90092,0.38349
v_SumoWrestling_g02_c04.avi,v_SumoWrestling_g06_c05.avi,0.90146,0.33260
v_SumoWrestling_g03_c02.avi,v_SumoWrestling_g05_c01.avi,0.90038,0.38879
v_SumoWrestling_g03_c02.avi,v_SumoWrestling_g07_c01.avi,0.90031,0.38106
v_SumoWrestling_g03_c02.avi,v_SumoWrestling_g07_c05.avi,0.90220,0.32716
v_SumoWrestling_g04_c01.avi,v_SumoWrestling_g06_c02.avi,0.90022,0.39853
v_SumoWrestling_g04_c01.avi,v_SumoWrestling_g06_c03.avi,0.90256,0.34698
v_SumoWrestling_g04_c01.avi,v_SumoWrestling_g06_c05.avi,0.90238,0.32455
v_SumoWrestling_g04_c01.avi,v_SumoWrestling_g06_c06.avi,0.90673,0.35017
v_TableTennisShot_g01_c01.avi,v_TableTennisShot_g05_c02.avi,0.90721,0.39530
v_TableTennisShot_g01_c01.avi,v_TableTennisShot_g05_c07.avi,0.90099,0.37241
v_TennisSwing_g03_c06.avi,v_TennisSwing_g06_c02.avi,0.91348,0.39298
v_TennisSwing_g03_c06.avi,v_TennisSwing_g06_c05.avi,0.90297,0.38719
v_WalkingWithDog_g01_c01.avi,v_WalkingWithDog_g04_c01.avi,0.91820,0.38003
